"price","type","year","transmission","model","odometer","fuel","manufacturer","condition","state","lat","long","country"
12500,"limousine",2006,"automatic","5er",93205.65,"diesel","bmw",NA,"Nordrhein-Westfalen",51.4667,6.85,"DE"
7999,"wagon",2013,"manual","micra",24854.84,"petrol","nissan","good","Nordrhein-Westfalen",51.5256,6.8517,"DE"
1500,NA,2016,NA,"kangoo",93205.65,"diesel","renault","good","Nordrhein-Westfalen",51.6669,6.6204,"DE"
300,"sedan",1998,"manual","v40",93205.65,"petrol","volvo","good","Nordrhein-Westfalen",51.468,6.7715,"DE"
9800,"convertible",2006,"manual","eos",37282.26,"petrol","volkswagen","good","Nordrhein-Westfalen",51.4499,6.6901,"DE"
1200,"coupe",2001,NA,"astra",93205.65,NA,"opel",NA,"Nordrhein-Westfalen",51.3831,6.7521,"DE"
1000,"limousine",1990,"manual","golf",93205.65,"petrol","volkswagen","good","Nordrhein-Westfalen",51.45,6.65,"DE"
3200,"sedan",2008,"manual","astra",93205.65,"diesel","opel","good","Nordrhein-Westfalen",51.5465,6.5952,"DE"
2400,"convertible",2001,NA,"golf",93205.65,"petrol","volkswagen","good","Nordrhein-Westfalen",51.7883,6.1386,"DE"
1200,NA,2016,"manual","modus",93205.65,"petrol","renault","bad","Nordrhein-Westfalen",51.7391,6.291,"DE"
9800,"limousine",2008,"automatic","a6",93205.65,"diesel","audi","good","Nordrhein-Westfalen",51.8315,7.2808,"DE"
7750,NA,2017,"manual","golf",62137.1,"petrol","volkswagen",NA,"Niedersachsen",52.3256,7.4305,"DE"
650,"wagon",1997,"manual","corsa",93205.65,"petrol","opel","good","Nordrhein-Westfalen",52.092,6.9739,"DE"
14800,"convertible",2008,"manual","1er",77671.375,"petrol","bmw",NA,"Nordrhein-Westfalen",52.0379,6.828,"DE"
23490,"limousine",2013,"automatic","3er",24854.84,"diesel","bmw","good","Niedersachsen",52.6078,8.3701,"DE"
9650,"bus",2011,"manual","zafira",62137.1,"diesel","opel","good","Nordrhein-Westfalen",52.2601,7.7135,"DE"
2300,"coupe",2006,"manual","c4",93205.65,"petrol","citroen","good","Niedersachsen",52.4088,7.9729,"DE"
1850,"bus",2004,"manual","a_klasse",93205.65,"petrol","mercedes_benz","good","Niedersachsen",52.4088,7.9729,"DE"
350,"limousine",1996,"manual","c_klasse",93205.65,"petrol","mercedes_benz",NA,"Niedersachsen",52.8333,8.15,"DE"
14500,NA,2017,"manual","sportage",77671.375,"diesel","kia","good","Niedersachsen",52.8512,7.9716,"DE"
2900,NA,2018,"manual","meriva",93205.65,"petrol","opel","good","Niedersachsen",52.6906,7.291,"DE"
6250,"limousine",2003,NA,"a6",93205.65,"petrol","audi",NA,"Niedersachsen",52.7886,7.1841,"DE"
1000,"sedan",1999,"manual","a6",93205.65,NA,"audi",NA,"Nordrhein-Westfalen",50.9926,6.5713,"DE"
3999,NA,2017,"manual","transporter",93205.65,"diesel","volkswagen",NA,"Nordrhein-Westfalen",50.8293,6.905,"DE"
4650,"wagon",2009,"manual","2_reihe",43495.97,"petrol","peugeot","good","Nordrhein-Westfalen",50.9326,6.9342,"DE"
895,"limousine",1995,"manual","colt",43495.97,"petrol","mitsubishi","good","Nordrhein-Westfalen",50.9511,6.9264,"DE"
43900,"limousine",2013,"automatic","x_reihe",24854.84,"diesel","bmw","good","Nordrhein-Westfalen",50.9535,6.8328,"DE"
8950,"wagon",2012,"manual","fiesta",37282.26,"diesel","ford","good","Nordrhein-Westfalen",50.9033,6.9647,"DE"
6800,"wagon",2009,"manual","fiesta",37282.26,"petrol","ford","good","Nordrhein-Westfalen",50.9549,7.0121,"DE"
12899,"sedan",2009,"automatic","a3",93205.65,"diesel","audi","good","Nordrhein-Westfalen",50.9447,7.0699,"DE"
1400,"wagon",2006,"manual","getz",93205.65,"diesel","hyundai","bad","Nordrhein-Westfalen",50.8686,7.1073,"DE"
250,NA,2000,NA,"ka",93205.65,NA,"ford",NA,"Nordrhein-Westfalen",50.952,7.1114,"DE"
20300,"limousine",2010,"automatic","e_klasse",49709.68,"diesel","mercedes_benz","good","Nordrhein-Westfalen",50.9327,7.2839,"DE"
8499,"convertible",2006,"manual","3er",93205.65,"petrol","bmw","good","Nordrhein-Westfalen",51.05,7.2667,"DE"
800,"sedan",2000,"manual","3er",93205.65,"petrol","bmw","bad","Nordrhein-Westfalen",51.0333,7.55,"DE"
250,"wagon",1994,"manual","3er",93205.65,"petrol","bmw",NA,"Nordrhein-Westfalen",50.7167,6.3667,"DE"
18400,"sedan",2011,"automatic","5er",93205.65,"diesel","bmw","good","Nordrhein-Westfalen",50.8767,6.164,"DE"
4000,"bus",2008,"manual","c_max",77671.375,"diesel","ford","bad","Nordrhein-Westfalen",51.0636,6.0998,"DE"
1200,"sedan",1999,"automatic","c_klasse",93205.65,"diesel","mercedes_benz","good","Nordrhein-Westfalen",50.711,7.0489,"DE"
2900,"coupe",2000,"automatic","3er",93205.65,"petrol","bmw","good","Nordrhein-Westfalen",50.7631,6.9909,"DE"
2990,"sedan",2001,"automatic","e_klasse",93205.65,"diesel","mercedes_benz","good","Rheinland-Pfalz",50.3333,6.8333,"DE"
1050,NA,2018,NA,"golf",93205.65,NA,"volkswagen",NA,"Rheinland-Pfalz",50.6667,7.4167,"DE"
3900,"wagon",2003,"manual","ibiza",77671.375,"petrol","seat","good","Rheinland-Pfalz",50.5965,7.2189,"DE"
7999,"limousine",2007,"manual","1er",93205.65,"diesel","bmw","good","Nordrhein-Westfalen",50.6434,7.2278,"DE"
950,"wagon",1997,"manual","golf",93205.65,NA,"volkswagen","good","Nordrhein-Westfalen",50.7026,7.2584,"DE"
1,"suv",1994,"manual",NA,93205.65,NA,"sonstige_autos",NA,"Nordrhein-Westfalen",50.8002,7.2077,"DE"
4200,"sedan",2003,"automatic","3er",93205.65,"diesel","bmw","good","Nordrhein-Westfalen",50.7754,7.197,"DE"
3300,"limousine",1995,"automatic","e_klasse",93205.65,"diesel","mercedes_benz","good","Nordrhein-Westfalen",50.6606,6.7872,"DE"
1849,"wagon",1999,"manual","clio",55923.39,"petrol","renault","good","Nordrhein-Westfalen",50.4412,6.4361,"DE"
2200,"bus",2000,"manual","andere",93205.65,"diesel","peugeot","good","Rheinland-Pfalz",49.75,6.6333,"DE"
2000,"limousine",2004,"manual","6_reihe",3106.855,"diesel","mazda","good","Rheinland-Pfalz",50.1333,6.9,"DE"
3550,"limousine",1993,"manual","andere",77671.375,"petrol","chevrolet",NA,"Rheinland-Pfalz",49.98,6.5894,"DE"
27500,"suv",2009,"automatic","m_klasse",93205.65,"diesel","mercedes_benz","good","Rheinland-Pfalz",50,6.45,"DE"
350,"sedan",1998,"manual","6_reihe",93205.65,"petrol","mazda","bad","Rheinland-Pfalz",50.0167,6.5833,"DE"
3000,"coupe",2000,"manual","tt",93205.65,"petrol","audi","good","Rheinland-Pfalz",50.0196,8.2321,"DE"
1,"limousine",1990,"manual","80",43495.97,"petrol","audi","good","Rheinland-Pfalz",49.995,8.237,"DE"
750,"bus",1999,"manual","andere",93205.65,"petrol","mazda","good","Rheinland-Pfalz",49.9808,8.2422,"DE"
14950,"bus",2009,"manual","touran",43495.97,"petrol","volkswagen","good","Rheinland-Pfalz",49.9661,8.2663,"DE"
9700,"coupe",2008,"manual","scirocco",93205.65,"petrol","volkswagen","good","Rheinland-Pfalz",49.9708,8.0588,"DE"
9999,"wagon",2014,"manual","corsa",12427.42,"petrol","opel","good","Rheinland-Pfalz",49.9353,8.32,"DE"
17500,"limousine",2013,"manual","a_klasse",24854.84,"petrol","mercedes_benz","good","Rheinland-Pfalz",49.9,7.4,"DE"
1600,"wagon",2003,"manual","lupo",93205.65,"petrol","volkswagen","good","Rheinland-Pfalz",49.8368,7.8647,"DE"
6890,"limousine",2003,"manual","c_klasse",77671.375,"diesel","mercedes_benz","good","Rheinland-Pfalz",49.7333,7.35,"DE"
999,"convertible",1994,"manual","astra",93205.65,"petrol","opel","good","Rheinland-Pfalz",50.3849,7.5741,"DE"
5500,"limousine",2004,"manual","golf",93205.65,"diesel","volkswagen","good","Rheinland-Pfalz",50.465,7.7283,"DE"
4199,"wagon",2002,"manual","a2",93205.65,"petrol","audi","good","Rheinland-Pfalz",50.465,7.7283,"DE"
1000,"suv",1982,"manual","andere",93205.65,"petrol","suzuki",NA,"Rheinland-Pfalz",50.3781,7.7233,"DE"
0,NA,1990,NA,"corsa",93205.65,"petrol","opel",NA,"Rheinland-Pfalz",50.45,7.9167,"DE"
400,NA,2017,"manual","corsa",93205.65,"petrol","opel","bad","Rheinland-Pfalz",50.6972,8.0983,"DE"
6300,"limousine",2002,"manual","golf",93205.65,"petrol","volkswagen","good","Rheinland-Pfalz",50.2315,7.1386,"DE"
550,"sedan",1999,"manual","astra",93205.65,"diesel","opel","bad","Rheinland-Pfalz",50.2315,7.1386,"DE"
2700,"limousine",1999,"manual","a4",77671.375,"petrol","audi","good","Nordrhein-Westfalen",50.8734,8.0104,"DE"
5500,"wagon",2010,"manual","fabia",43495.97,"petrol","skoda","good","Nordrhein-Westfalen",50.8994,8.031,"DE"
2799,"sedan",2005,"manual","passat",93205.65,"diesel","volkswagen","bad","Nordrhein-Westfalen",50.8,8,"DE"
1222,"limousine",1984,"automatic","andere",93205.65,"petrol","opel",NA,"Nordrhein-Westfalen",50.8,8,"DE"
7750,"limousine",2009,"manual","golf",77671.375,"petrol","volkswagen","good","Nordrhein-Westfalen",51.1547,8.285,"DE"
3900,"coupe",2004,"manual","rx_reihe",77671.375,"petrol","mazda","good","Rheinland-Pfalz",50.7124,7.8511,"DE"
7000,"limousine",2003,"manual","slk",93205.65,"petrol","mercedes_benz","good","Rheinland-Pfalz",50.7333,7.8833,"DE"
0,"sedan",2001,"manual","mondeo",93205.65,NA,"ford",NA,"Rheinland-Pfalz",50.6991,7.7598,"DE"
6799,"limousine",2008,"manual","3_reihe",55923.39,"petrol","peugeot","good","Nordrhein-Westfalen",51.3606,7.4785,"DE"
444,"wagon",1995,"manual","corsa",93205.65,"petrol","opel","good","Nordrhein-Westfalen",51.4315,7.334,"DE"
600,"bus",2001,"manual","kangoo",93205.65,"petrol","renault","bad","Nordrhein-Westfalen",51.1861,7.4982,"DE"
6250,NA,2016,"manual","astra",93205.65,NA,"opel",NA,"Nordrhein-Westfalen",51.2828,7.7825,"DE"
0,NA,1990,NA,"3er",3106.855,NA,"bmw",NA,"Nordrhein-Westfalen",51.6833,7.8,"DE"
6990,"limousine",2007,"manual","one",62137.1,"petrol","mini","good","Nordrhein-Westfalen",51.5923,7.6638,"DE"
450,NA,2016,"manual",NA,93205.65,"petrol","mitsubishi","good","Nordrhein-Westfalen",51.8289,8.1472,"DE"
650,"sedan",1991,"manual","transporter",93205.65,"diesel","volkswagen","bad","Nordrhein-Westfalen",51.7683,7.4438,"DE"
3850,"limousine",2004,"automatic","a_klasse",77671.375,"petrol","mercedes_benz","good","Nordrhein-Westfalen",51.7683,7.4438,"DE"
300,"wagon",2000,"manual","corsa",93205.65,"petrol","opel",NA,"Nordrhein-Westfalen",51.6969,7.4681,"DE"
1299,NA,2016,"manual","astra",93205.65,NA,"opel","good","Nordrhein-Westfalen",51.5485,7.6849,"DE"
14300,"limousine",2011,"manual","a4",37282.26,"petrol","audi","good","Nordrhein-Westfalen",51.5756,8.1062,"DE"
1490,"wagon",2000,"manual","punto",62137.1,"petrol","fiat","good","Nordrhein-Westfalen",51.6574,8.3435,"DE"
29980,"limousine",2013,"manual","a3",31068.55,"diesel","audi","good","Nordrhein-Westfalen",51.3281,8.0037,"DE"
18880,"bus",2014,"manual","5_reihe",12427.42,"diesel","mazda","good","Nordrhein-Westfalen",51.3502,8.2833,"DE"
5499,"sedan",2004,"manual","c_klasse",93205.65,"diesel","mercedes_benz","good","Hessen",50.1252,8.6865,"DE"
3600,"wagon",2008,"manual","fabia",55923.39,"diesel","skoda","good","Hessen",50.1924,8.6753,"DE"
4300,"limousine",2007,"manual","golf",93205.65,"diesel","volkswagen","good","Hessen",50.1162,8.6365,"DE"
11500,"wagon",2010,"automatic","ibiza",31068.55,"petrol","seat","good","Hessen",50.0974,8.6735,"DE"
3399,"coupe",1999,"manual","tt",93205.65,"petrol","audi","bad","Hessen",50.3333,8.4167,"DE"
1250,NA,2017,NA,"espace",93205.65,"petrol","renault",NA,"Hessen",50.1,8.7667,"DE"
1690,"wagon",2001,"manual","corsa",93205.65,"petrol","opel","good","Hessen",50.0583,8.6918,"DE"
5950,"limousine",2006,"manual","3er",93205.65,"diesel","bmw","bad","Hessen",50.163,8.9782,"DE"
10900,NA,2017,"manual","astra",31068.55,NA,"opel","good","Hessen",50.2551,9.2956,"DE"
1250,"limousine",1996,"manual","a3",93205.65,"petrol","audi","good","Bayern",49.97,9.0715,"DE"
13400,"limousine",2008,"manual","3er",62137.1,"petrol","bmw","good","Hessen",49.8972,8.6809,"DE"
1799,"bus",1999,"automatic","zafira",93205.65,"petrol","opel","good","Hessen",49.7531,8.4886,"DE"
800,"coupe",1997,"manual","a3",93205.65,"petrol","audi","bad","Hessen",49.7997,8.9994,"DE"
3700,"sedan",2003,"automatic","a6",93205.65,"diesel","audi","good","Hessen",49.8758,8.8344,"DE"
2800,"sedan",2007,"manual","logan",93205.65,"diesel","dacia","good","Hessen",49.9506,8.8539,"DE"
21950,"convertible",2010,"manual","a5",55923.39,"petrol","audi","good","Hessen",49.9939,8.3672,"DE"
5999,"wagon",2009,"manual","polo",77671.375,"petrol","volkswagen","good","Hessen",50.25,8.3333,"DE"
9450,"convertible",2004,"manual","z_reihe",93205.65,"petrol","bmw","good","Hessen",50.383,8.0611,"DE"
10550,"sedan",2008,"manual","a4",77671.375,"diesel","audi","good","Hessen",50.383,8.0611,"DE"
2350,"limousine",2003,"manual","3er",93205.65,"petrol","bmw","good","Rheinland-Pfalz",50.356,7.9517,"DE"
1750,"wagon",2004,"automatic","twingo",93205.65,"petrol","renault","good","Hessen",50.5167,8.0167,"DE"
2500,"convertible",1999,"manual","3_reihe",93205.65,"petrol","peugeot",NA,"Rheinland-Pfalz",50.3667,7.9833,"DE"
1000,"wagon",2000,"manual","lupo",93205.65,"petrol","volkswagen","good","Hessen",50.15,8.5333,"DE"
800,"limousine",1993,"manual","golf",6213.71,"petrol","volkswagen","bad","Hessen",50.1045,8.5389,"DE"
4850,"wagon",2010,"manual","i_reihe",62137.1,"petrol","hyundai",NA,"Hessen",50.1207,8.5663,"DE"
3500,"coupe",1991,"manual","andere",93205.65,"petrol","volkswagen","good","Saarland",49.2461,7.0022,"DE"
2000,NA,2017,"manual","punto",93205.65,"diesel","fiat","bad","Saarland",49.2399,6.9696,"DE"
500,"sedan",2001,"manual","mondeo",93205.65,"diesel","ford","good","Saarland",49.2146,6.9682,"DE"
800,"limousine",2004,"manual","3_reihe",93205.65,"petrol","peugeot","bad","Saarland",49.2516,6.8587,"DE"
8000,"limousine",2006,"manual","impreza",93205.65,NA,"subaru","good","Saarland",49.367,7.1841,"DE"
2250,"wagon",2006,NA,"fortwo",49709.68,"petrol","smart","good","Rheinland-Pfalz",49.4722,7.442,"DE"
18300,"coupe",2011,"manual",NA,77671.375,"diesel","audi","bad","Rheinland-Pfalz",49.2071,7.5911,"DE"
699,"limousine",1992,"manual","golf",93205.65,"lpg","volkswagen","good","Rheinland-Pfalz",49.4603,8.4162,"DE"
3500,"limousine",2004,"automatic","e_klasse",93205.65,"diesel","mercedes_benz","good","Rheinland-Pfalz",49.489,8.3791,"DE"
2200,"convertible",2004,"manual","2_reihe",93205.65,"petrol","peugeot","good","Rheinland-Pfalz",49.4414,8.3561,"DE"
1600,"sedan",2000,"manual","cordoba",93205.65,NA,"seat","good","Rheinland-Pfalz",49.3208,8.4311,"DE"
680,"limousine",2000,"manual","focus",93205.65,"petrol","ford","good","Rheinland-Pfalz",49.4126,7.7107,"DE"
3699,"limousine",2002,"automatic","5er",93205.65,"petrol","bmw","good","Baden-Württemberg",49.5121,8.5316,"DE"
120,"wagon",1995,"manual","polo",93205.65,"petrol","volkswagen",NA,"Baden-Württemberg",49.5121,8.5316,"DE"
750,"wagon",2002,"manual","fiesta",93205.65,"petrol","ford","good","Baden-Württemberg",48.7687,9.2478,"DE"
1300,NA,2017,"manual",NA,93205.65,NA,"volkswagen","good","Baden-Württemberg",48.8106,9.2367,"DE"
1999,"wagon",2003,"manual","micra",49709.68,"petrol","nissan","good","Baden-Württemberg",48.8213,9.22,"DE"
1950,NA,2017,"manual",NA,93205.65,"petrol","volkswagen","good","Baden-Württemberg",48.8213,9.22,"DE"
480,NA,1993,"manual","golf",93205.65,"petrol","volkswagen",NA,"Baden-Württemberg",48.7667,9.1833,"DE"
7150,"limousine",2002,"manual","e_klasse",93205.65,"diesel","mercedes_benz","good","Baden-Württemberg",48.7667,9.1833,"DE"
7999,"limousine",2008,"automatic","3er",93205.65,"diesel","bmw",NA,"Baden-Württemberg",48.5952,8.8665,"DE"
16500,"coupe",2007,"manual","z_reihe",93205.65,"petrol","bmw","good","Baden-Württemberg",48.5952,8.8665,"DE"
10200,"coupe",2008,"manual","andere",55923.39,"petrol","nissan",NA,"Baden-Württemberg",48.575,8.7865,"DE"
2700,"limousine",1992,"automatic","e_klasse",93205.65,"petrol","mercedes_benz",NA,"Baden-Württemberg",48.9049,9.0806,"DE"
7499,"limousine",2004,"automatic","a8",93205.65,"diesel","audi","bad","Baden-Württemberg",48.9621,9.2592,"DE"
8600,"coupe",2007,"manual","3er",93205.65,"diesel","bmw","good","Baden-Württemberg",48.4057,9.0542,"DE"
0,NA,2000,"manual",NA,93205.65,NA,"audi","bad","Baden-Württemberg",48.0703,9.18,"DE"
3550,"sedan",2000,"automatic","5er",93205.65,"diesel","bmw","good","Baden-Württemberg",48.4113,9.497,"DE"
650,"sedan",2000,"manual","omega",93205.65,"petrol","opel","bad","Baden-Württemberg",48.3833,9.1833,"DE"
999,"wagon",1999,"manual","ibiza",93205.65,"petrol","seat","good","Baden-Württemberg",48.5788,9.8739,"DE"
1750,"limousine",2002,"manual","vectra",93205.65,"diesel","opel","good","Baden-Württemberg",48.822,10.0654,"DE"
10000,"bus",1976,NA,"transporter",3106.855,"petrol","volkswagen",NA,"Baden-Württemberg",48.9623,10.1545,"DE"
13849,"limousine",2010,"manual","1er",49709.68,"diesel","bmw","good","Baden-Württemberg",48.9333,10.3667,"DE"
14500,"limousine",2009,"manual","a3",43495.97,"petrol","audi",NA,"Baden-Württemberg",48.7989,9.7989,"DE"
2500,"sedan",2002,"automatic","5er",93205.65,"diesel","bmw","bad","Baden-Württemberg",48.6833,9.2833,"DE"
1500,"sedan",2006,"manual","focus",93205.65,"diesel","ford","good","Baden-Württemberg",49.1031,9.2108,"DE"
6700,"limousine",2009,"manual","a_klasse",43495.97,"petrol","mercedes_benz","good","Baden-Württemberg",49.1725,9.2683,"DE"
25000,"coupe",1968,"automatic","mustang",55923.39,"petrol","ford","good","Baden-Württemberg",49.1525,9.7338,"DE"
2990,"limousine",2006,"manual","147",93205.65,"petrol","alfa_romeo","good","Baden-Württemberg",49.205,8.9917,"DE"
10400,"coupe",2009,"manual","scirocco",62137.1,"petrol","volkswagen","good","Baden-Württemberg",48.7142,8.7403,"DE"
11000,"sedan",2006,"automatic","5er",93205.65,"diesel","bmw","good","Baden-Württemberg",48.7979,8.4362,"DE"
999,"limousine",1995,"manual","andere",93205.65,"petrol","volkswagen","good","Baden-Württemberg",48.7721,8.3846,"DE"
8100,"sedan",2004,"automatic","e_klasse",93205.65,"diesel","mercedes_benz","good","Rheinland-Pfalz",49.1107,8.1871,"DE"
1800,"limousine",1995,"automatic","7er",93205.65,"petrol","bmw","bad","Baden-Württemberg",48.666,7.9366,"DE"
4400,"wagon",1997,"manual","panda",77671.375,"petrol","fiat","good","Baden-Württemberg",48.1272,8.3351,"DE"
2250,"wagon",2001,NA,"fortwo",93205.65,"diesel","smart","good","Baden-Württemberg",47.7593,8.8403,"DE"
150,NA,2016,"manual","astra",93205.65,"petrol","opel","bad","Baden-Württemberg",47.7419,8.971,"DE"
1,NA,2000,NA,"golf",55923.39,"petrol","volkswagen",NA,"Baden-Württemberg",48.1111,8.7382,"DE"
2390,NA,2016,NA,"jazz",93205.65,"petrol","honda","good","Baden-Württemberg",48.224,8.3858,"DE"
2300,NA,1997,"manual","5er",93205.65,NA,"bmw","good","Baden-Württemberg",48.1963,7.7697,"DE"
13200,"suv",2013,"manual","yeti",24854.84,"petrol","skoda","good","Baden-Württemberg",47.7139,7.6624,"DE"
4699,"bus",1996,"manual","transporter",93205.65,"petrol","volkswagen","good","Baden-Württemberg",47.5537,7.9461,"DE"
8599,"convertible",2006,"manual","astra",77671.375,"petrol","opel","good","Baden-Württemberg",47.6232,8.2172,"DE"
49500,"convertible",2013,NA,NA,6213.71,"petrol","sonstige_autos","good","Baden-Württemberg",47.5908,8.1295,"DE"
5299,"convertible",2002,"manual","a4",93205.65,"petrol","audi","good","Bayern",48.1853,11.4643,"DE"
2500,"sedan",2001,"manual","fabia",77671.375,"petrol","skoda","good","Bayern",48.1159,11.5795,"DE"
890,"sedan",2002,"manual","vectra",93205.65,"diesel","opel",NA,"Bayern",47.9586,11.5674,"DE"
1700,"limousine",2000,"manual","astra",62137.1,"petrol","opel","good","Bayern",48.1339,11.3765,"DE"
350,"wagon",1998,NA,"corsa",93205.65,"petrol","opel",NA,"Bayern",48.1339,11.3765,"DE"
41900,"suv",2014,"automatic","glk",24854.84,"diesel","mercedes_benz","good","Bayern",48.0692,11.377,"DE"
7300,"limousine",2009,"automatic","5er",62137.1,"diesel","bmw","good","Bayern",47.855,12.1232,"DE"
3350,"coupe",1997,"manual","3er",93205.65,"petrol","bmw","good","Bayern",47.8748,12.111,"DE"
6880,"sedan",2007,"automatic","5er",93205.65,"diesel","bmw","good","Bayern",47.8167,12.4833,"DE"
1200,"coupe",1990,"manual",NA,93205.65,"petrol","volkswagen",NA,"Bayern",47.8492,12.8192,"DE"
1440,"bus",2003,"manual","andere",93205.65,"diesel","lancia","good","Bayern",47.8492,12.8192,"DE"
7999,"sedan",2008,"manual","c_klasse",93205.65,"petrol","mercedes_benz","good","Bayern",47.8453,12.5433,"DE"
8150,"wagon",2012,"manual","mii",37282.26,"petrol","seat","good","Bayern",47.7611,11.5589,"DE"
26999,"bus",2013,"automatic","transporter",49709.68,"diesel","volkswagen","good","Bayern",47.7123,11.7582,"DE"
20500,"convertible",2009,"automatic","a5",93205.65,"diesel","audi","good","Bayern",47.6744,12.0145,"DE"
22290,"sedan",2013,"manual","a4",31068.55,"diesel","audi","good","Bayern",48.6418,11.7809,"DE"
590,"wagon",1999,"manual","clio",77671.375,"petrol","renault","good","Bayern",48.6167,12.4333,"DE"
6900,"convertible",2006,"manual","megane",62137.1,"petrol","renault","good","Bayern",48.3469,12.0751,"DE"
300,"wagon",2001,"manual",NA,93205.65,"petrol","peugeot","bad","Bayern",48.1667,12.6167,"DE"
0,NA,1985,NA,"3er",93205.65,NA,"bmw",NA,"Bayern",48.7212,11.4096,"DE"
2100,"suv",2000,"manual","andere",93205.65,"petrol","honda","good","Bayern",48.3297,11.4467,"DE"
7000,"limousine",2007,"manual","1er",93205.65,"petrol","bmw","good","Bayern",48.3159,11.6632,"DE"
499,"limousine",1995,"manual","a4",93205.65,"petrol","audi",NA,"Bayern",48.4667,11.65,"DE"
5555,"convertible",2010,"automatic","fortwo",55923.39,"petrol","smart","good","Bayern",48.1088,11.7265,"DE"
899,"coupe",1995,"manual","3er",93205.65,"petrol","bmw","good","Bayern",48.0758,11.7157,"DE"
9200,"sedan",2006,"manual","3er",93205.65,"petrol","bmw","good","Bayern",48.1834,11.9772,"DE"
5750,"limousine",2010,"manual","ceed",62137.1,"petrol","kia","good","Bayern",48.0321,11.8751,"DE"
2450,"limousine",2001,"manual","3er",93205.65,"petrol","bmw","good","Bayern",48.249,11.651,"DE"
500,"wagon",1995,"manual","corsa",93205.65,"petrol","opel","good","Bayern",48.249,11.651,"DE"
2100,"sedan",1998,"automatic","5er",93205.65,"petrol","bmw","good","Bayern",48.3643,10.8761,"DE"
1280,"limousine",1992,"automatic","andere",93205.65,"petrol","mercedes_benz",NA,"Bayern",48.3553,10.9431,"DE"
2800,NA,2018,"manual","twingo",77671.375,NA,"renault","good","Bayern",48.3291,10.8578,"DE"
690,"wagon",2003,"manual","punto",93205.65,"petrol","fiat","good","Bayern",48.3291,10.8578,"DE"
1195,"wagon",1999,"automatic","fortwo",77671.375,"petrol","smart","good","Bayern",48.2709,10.8339,"DE"
3450,"limousine",2007,"manual","147",93205.65,"diesel","alfa_romeo","good","Bayern",48.6,10.8,"DE"
13950,"other",2011,"manual",NA,37282.26,"diesel","alfa_romeo","good","Bayern",48.1793,10.7568,"DE"
2000,"sedan",1998,"manual","astra",93205.65,"petrol","opel","good","Bayern",48.0667,10.8,"DE"
4950,"sedan",2009,"manual","i_reihe",93205.65,"petrol","hyundai","good","Bayern",47.7177,10.2989,"DE"
1990,"bus",1981,"manual","transporter",3106.855,"petrol","volkswagen","good","Bayern",47.6944,10.3445,"DE"
1600,"sedan",1997,"automatic","forester",93205.65,"petrol","subaru","good","Bayern",47.603,10.4097,"DE"
1100,"wagon",2000,"manual","punto",37282.26,"petrol","fiat","good","Bayern",47.8824,10.6219,"DE"
150,NA,1985,NA,"100",93205.65,"petrol","audi",NA,"Bayern",47.7796,10.6171,"DE"
5500,"bus",2006,"manual","golf",93205.65,"diesel","volkswagen","good","Bayern",47.9232,10.6721,"DE"
5900,"sedan",2005,"automatic","a6",93205.65,"diesel","audi","good","Bayern",47.5501,9.7085,"DE"
2400,"sedan",1997,"manual","passat",93205.65,"petrol","volkswagen","good","Bayern",47.6028,9.8855,"DE"
22999,"coupe",2012,"automatic","andere",31068.55,"petrol","hyundai","good","Bayern",47.65,9.9833,"DE"
11800,"limousine",2005,"automatic","3er",93205.65,"petrol","bmw","good","Baden-Württemberg",47.85,9.6667,"DE"
7550,"bus",2007,"manual","c_max",93205.65,"diesel","ford","good","Baden-Württemberg",47.9333,9.5,"DE"
4700,"sedan",2005,"manual","signum",93205.65,NA,"opel","good","Baden-Württemberg",48.1702,9.7943,"DE"
300,"convertible",1992,"manual","escort",93205.65,NA,"ford","bad","Baden-Württemberg",48.1485,9.3776,"DE"
6799,"wagon",2009,NA,NA,12427.42,"petrol","volkswagen","good","Baden-Württemberg",48.3981,9.97,"DE"
1100,"limousine",2000,"manual","golf",93205.65,"petrol","volkswagen","good","Bayern",49.4358,11.0384,"DE"
3600,"limousine",2003,"manual","vectra",77671.375,"petrol","opel","good","Bayern",49.4358,11.0384,"DE"
2750,"sedan",2001,"manual","passat",93205.65,"diesel","volkswagen","good","Bayern",49.417,11.1251,"DE"
9800,"suv",2004,"automatic","grand",77671.375,"diesel","jeep",NA,"Bayern",49.4371,11.1194,"DE"
3950,"wagon",2004,"automatic",NA,43495.97,"diesel","sonstige_autos","good","Bayern",49.5325,11.1555,"DE"
2500,"sedan",2004,"manual","passat",93205.65,NA,"volkswagen","good","Bayern",49.4706,10.9971,"DE"
1750,"limousine",2002,"automatic","passat",93205.65,"diesel","volkswagen","good","Bayern",49.4954,10.9444,"DE"
1500,"wagon",2001,"manual","golf",93205.65,"petrol","volkswagen","good","Bayern",49.568,10.8856,"DE"
1350,"wagon",2005,"manual","matiz",93205.65,"petrol","chevrolet","bad","Bayern",49.5139,11.2825,"DE"
11200,"sedan",2008,"automatic","5er",93205.65,"diesel","bmw","good","Bayern",49.7175,11.0588,"DE"
1650,NA,2017,"manual","seicento",37282.26,"petrol","fiat","good","Bayern",49.7062,10.8133,"DE"
11700,"sedan",2008,"manual","andere",93205.65,"diesel","mercedes_benz","good","Bayern",49.0433,10.5991,"DE"
